session_id,timestamp,round,player,hand_index,dealer_name,hand_cards_before,hand_total_before,is_soft,dealer_upcard,visible_cards,cards_remaining,decks_in_play,valid_actions,action_taken,basic_strategy_action,drinking_mode,mode,bet_amount,wager,is_npc,hand_result
Heart54,1782588586.6323225,43,David,1,David,8♠ 5♦,13,False,4♣,2♣ 6♦ K♥ 7♠ 8♥ 8♠ 5♦ 6♠ 5♥ 4♣,41,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782588587.8662243,43,David,2,David,6♠ 5♥,11,False,4♣,2♣ 6♦ K♥ 7♠ 8♥ 8♠ 5♦ 6♠ 5♥ 4♣,41,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782588642.5541928,44,David,1,Rob,4♠ J♥,14,False,2♣,Q♣ 6♥ K♦ Q♠ 4♠ J♥ 4♦ 3♦ 2♣,42,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782588644.988584,44,David,2,Rob,4♦ 3♦,7,False,2♣,Q♣ 6♥ K♦ Q♠ 4♠ J♥ 4♦ 3♦ 2♣,42,1,"h,s,d",d,h,True,digital,,1,False,loss
Heart54,1782588647.4650903,44,Rob,1,Rob,Q♣ 6♥,16,False,2♣,Q♣ 6♥ K♦ Q♠ 4♠ J♥ 4♦ 3♦ J♠ 2♣,41,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782588648.0010803,44,Rob,2,Rob,K♦ Q♠,20,False,2♣,Q♣ 6♥ K♦ Q♠ 4♠ J♥ 4♦ 3♦ J♠ 2♣,41,1,"h,s,d,sp",sp,sp,True,digital,,1,False,push
Heart54,1782588649.0587842,44,Rob,2,Rob,K♦ K♥,20,False,2♣,Q♣ 6♥ K♦ K♥ Q♠ 4♠ J♥ 4♦ 3♦ J♠ 2♣,40,1,"h,s,d,sp",sp,sp,True,digital,,1,False,push
Heart54,1782588650.2342172,44,Rob,2,Rob,K♦ 8♦,18,False,2♣,Q♣ 6♥ K♦ 8♦ K♥ Q♠ 4♠ J♥ 4♦ 3♦ J♠ 2♣,39,1,"h,s,d",s,s,True,digital,,1,False,push
Heart54,1782588654.5014117,44,Rob,3,Rob,K♥ 2♦,12,False,2♣,Q♣ 6♥ K♦ 8♦ K♥ 2♦ Q♠ 4♠ J♥ 4♦ 3♦ J♠ 2♣,38,1,"h,s,d",h,h,True,digital,,1,False,push
Heart54,1782588655.5630996,44,Rob,3,Rob,K♥ 2♦ 6♣,18,False,2♣,Q♣ 6♥ K♦ 8♦ K♥ 2♦ 6♣ Q♠ 4♠ J♥ 4♦ 3♦ J♠ 2♣,37,1,"h,s",s,s,True,digital,,1,False,push
Heart54,1782588656.562663,44,Rob,4,Rob,Q♠ 7♦,17,False,2♣,Q♣ 6♥ K♦ 8♦ K♥ 2♦ 6♣ Q♠ 7♦ 4♠ J♥ 4♦ 3♦ J♠ 2♣,36,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782588686.1819346,45,David,1,Rob,5♦ 6♥,11,False,A♠,7♣ 5♠ 3♠ 9♥ 5♦ 6♥ K♥ 3♦ A♠,42,1,"h,s,d",d,d,True,digital,,1,False,win
Heart54,1782588686.9487112,45,David,2,Rob,K♥ 3♦,13,False,A♠,7♣ 5♠ 3♠ 9♥ 5♦ 6♥ K♦ K♥ 3♦ A♠,41,1,"h,s,d",s,h,True,digital,,1,False,win
Heart54,1782588697.690055,45,Rob,1,Rob,7♣ 5♠,12,False,A♠,7♣ 5♠ 3♠ 9♥ 5♦ 6♥ K♦ K♥ 3♦ A♠,41,1,"h,s,d",h,h,True,digital,,1,False,win
Heart54,1782588698.9742315,45,Rob,1,Rob,7♣ 5♠ 5♥,17,False,A♠,7♣ 5♠ 5♥ 3♠ 9♥ 5♦ 6♥ K♦ K♥ 3♦ A♠,40,1,"h,s",s,s,True,digital,,1,False,win
Heart54,1782588699.516506,45,Rob,2,Rob,3♠ 9♥,12,False,A♠,7♣ 5♠ 5♥ 3♠ 9♥ 5♦ 6♥ K♦ K♥ 3♦ A♠,40,1,"h,s,d",h,h,True,digital,,1,False,loss
Heart54,1782588759.0752547,46,Rob,1,David,5♦ 7♦,12,False,10♣,5♦ 7♦ J♥ 9♠ J♦ A♥ 6♦ K♠ 10♣,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588759.5444868,46,Rob,2,David,J♥ 9♠,19,False,10♣,5♦ 7♦ J♥ 9♠ J♦ A♥ 6♦ K♠ 10♣,42,1,"h,s,d",s,s,True,digital,,1,False,win
Heart54,1782588760.1050117,46,David,2,David,6♦ K♠,16,False,10♣,5♦ 7♦ J♥ 9♠ J♦ A♥ 6♦ K♠ 10♣,42,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588787.0417004,47,Rob,1,David,K♦ J♥,20,False,Q♠,K♦ J♥ J♣ K♠ 2♥ 3♦ 4♦ 10♣ Q♠,42,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782588794.8126807,47,Rob,1,David,K♦ 5♠,15,False,Q♠,K♦ 5♠ J♥ J♣ K♠ 2♥ 3♦ 4♦ 10♣ Q♠,41,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588797.001512,47,Rob,2,David,J♥ 6♥,16,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ K♠ 2♥ 3♦ 4♦ 10♣ Q♠,40,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588798.4396605,47,Rob,3,David,J♣ K♠,20,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ K♠ 2♥ 3♦ 4♦ 10♣ Q♠,40,1,"h,s,d,sp",sp,sp,True,digital,,1,False,loss
Heart54,1782588800.4937901,47,Rob,3,David,J♣ 3♥,13,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ 3♥ K♠ 2♥ 3♦ 4♦ 10♣ Q♠,39,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588804.1354206,47,Rob,4,David,K♠ 5♣,15,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ 3♥ K♠ 5♣ 2♥ 3♦ 4♦ 10♣ Q♠,38,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588805.710135,47,David,1,David,2♥ 3♦,5,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ 3♥ K♠ 5♣ 2♥ 3♦ 4♦ 10♣ Q♠,38,1,"h,s,d",h,h,True,digital,,1,False,push
Heart54,1782588808.5782661,47,David,1,David,2♥ 3♦ 6♣,11,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ 3♥ K♠ 5♣ 2♥ 3♦ 6♣ 4♦ 10♣ Q♠,37,1,"h,s",h,h,True,digital,,1,False,push
Heart54,1782588827.7981615,47,David,1,David,2♥ 3♦ 6♣ 2♠,13,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ 3♥ K♠ 5♣ 2♥ 3♦ 6♣ 2♠ 4♦ 10♣ Q♠,36,1,"h,s",h,h,True,digital,,1,False,push
Heart54,1782588835.7849011,47,David,1,David,2♥ 3♦ 6♣ 2♠ 6♦,19,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ 3♥ K♠ 5♣ 2♥ 3♦ 6♣ 2♠ 6♦ 4♦ 10♣ Q♠,35,1,"h,s",s,s,True,digital,,1,False,push
Heart54,1782588836.466157,47,David,2,David,4♦ 10♣,14,False,Q♠,K♦ 5♠ J♥ 6♥ J♣ 3♥ K♠ 5♣ 2♥ 3♦ 6♣ 2♠ 6♦ 4♦ 10♣ Q♠,35,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588894.2135468,48,David,1,Rob,4♦ 5♥,9,False,8♦,7♥ K♣ 7♦ 6♦ 4♦ 5♥ 6♣ 10♥ 8♦,42,1,"h,s,d",d,d,True,digital,,1,False,loss
Heart54,1782588895.3848743,48,David,2,Rob,6♣ 10♥,16,False,8♦,7♥ K♣ 7♦ 6♦ 4♦ 5♥ 2♦ 6♣ 10♥ 8♦,41,1,"h,s,d",s,h,True,digital,,1,False,loss
Heart54,1782588896.5048125,48,Rob,1,Rob,7♥ K♣,17,False,8♦,7♥ K♣ 7♦ 6♦ 4♦ 5♥ 2♦ 6♣ 10♥ 8♦,41,1,"h,s,d",s,s,True,digital,,1,False,loss
Heart54,1782588896.9252756,48,Rob,2,Rob,7♦ 6♦,13,False,8♦,7♥ K♣ 7♦ 6♦ 4♦ 5♥ 2♦ 6♣ 10♥ 8♦,41,1,"h,s,d",s,h,True,digital,,1,False,loss
